malagasy,english,french,alpha_range,url
ampolokeliny,"class,lot,part,subdivision",,-,https://tenymalagasy.org/bins/teny2/ampolokeliny
ampoly,,,-,https://tenymalagasy.org/bins/teny2/ampoly
ampoma,,,-,https://tenymalagasy.org/bins/teny2/ampoma
ampombakibo,,,-,https://tenymalagasy.org/bins/teny2/ampombakibo
ampombo,bran,son,-,https://tenymalagasy.org/bins/teny2/ampombo
ampombo mahery,,son de riz (gros),-,https://tenymalagasy.org/bins/teny2/ampombomahery
ampombo malemy,fine bran,son de riz fin,-,https://tenymalagasy.org/bins/teny2/ampombomalemy
ampomboina,,"bat,brise",-,https://tenymalagasy.org/bins/teny2/ampomboina
ampombolava,,,-,https://tenymalagasy.org/bins/teny2/ampombolava
ampomboloha,,,-,https://tenymalagasy.org/bins/teny2/ampomboloha
ampombom-bary,,son de riz,-,https://tenymalagasy.org/bins/teny2/ampombombary
ampombon-katsaka,,son de maïs,-,https://tenymalagasy.org/bins/teny2/ampombonkatsaka
ampomboy,,,-,https://tenymalagasy.org/bins/teny2/ampomboy
amponda,,,-,https://tenymalagasy.org/bins/teny2/amponda
ampondo,horn (a),corne (une),-,https://tenymalagasy.org/bins/teny2/ampondo
ampondontsifa,,,-,https://tenymalagasy.org/bins/teny2/ampondontsifa
ampondra,"donkey (a),mule (a)","âne (un),annesse (une),bourrique (une)",-,https://tenymalagasy.org/bins/teny2/ampondra
ampondra,,,-,https://tenymalagasy.org/bins/teny2/ampondra
ampondradia,,onagre (un),-,https://tenymalagasy.org/bins/teny2/ampondradia
ampondro,,,-,https://tenymalagasy.org/bins/teny2/ampondro
amponga,drum (a),"tambour (un),tam-tam (un)",-,https://tenymalagasy.org/bins/teny2/amponga
amponga,,,-,https://tenymalagasy.org/bins/teny2/amponga
ampongabe,,grosse caisse (une),-,https://tenymalagasy.org/bins/teny2/ampongabe
ampongabendanitra,pomegranate (a),"grenade (une),grenadier (un)",-,https://tenymalagasy.org/bins/teny2/ampongabendanitra
ampongabentsofina,,tympan,-,https://tenymalagasy.org/bins/teny2/ampongabentsofina
ampongaina,,,-,https://tenymalagasy.org/bins/teny2/ampongaina
ampongakazo,,,-,https://tenymalagasy.org/bins/teny2/ampongakazo
ampongalahy,,,-,https://tenymalagasy.org/bins/teny2/ampongalahy
ampongandandy,,,-,https://tenymalagasy.org/bins/teny2/ampongandandy
ampongandrano,pitcher-plant,,-,https://tenymalagasy.org/bins/teny2/ampongandrano
ampongantaolo,,tambour (sorte de),-,https://tenymalagasy.org/bins/teny2/ampongantaolo
ampongantsofina,,,-,https://tenymalagasy.org/bins/teny2/ampongantsofina
ampongao,,,-,https://tenymalagasy.org/bins/teny2/ampongao
ampongatany,,,-,https://tenymalagasy.org/bins/teny2/ampongatany
ampongatapaka,,,-,https://tenymalagasy.org/bins/teny2/ampongatapaka
ampongatary,,,-,https://tenymalagasy.org/bins/teny2/ampongatary
ampongatsiaho,,,-,https://tenymalagasy.org/bins/teny2/ampongatsiaho
ampongavato,locust (species of),sauterelle (espèce de),-,https://tenymalagasy.org/bins/teny2/ampongavato
ampongavilany,,,-,https://tenymalagasy.org/bins/teny2/ampongavilany
ampongo,,,-,https://tenymalagasy.org/bins/teny2/ampongo
ampongy,lemur,lémurien,-,https://tenymalagasy.org/bins/teny2/ampongy
ampontany,,,-,https://tenymalagasy.org/bins/teny2/ampontany
ampontsaha,,,-,https://tenymalagasy.org/bins/teny2/ampontsaha
amporia,,,-,https://tenymalagasy.org/bins/teny2/amporia
amporiha,,,-,https://tenymalagasy.org/bins/teny2/amporiha
amporihan-drano,flood (at the height of the),,-,https://tenymalagasy.org/bins/teny2/amporihandrano
amporihana,,,-,https://tenymalagasy.org/bins/teny2/amporihana
amposy,,,-,https://tenymalagasy.org/bins/teny2/amposy
amposy,,,-,https://tenymalagasy.org/bins/teny2/amposy
ampotoane,,,-,https://tenymalagasy.org/bins/teny2/ampotoane
ampotomote,,,-,https://tenymalagasy.org/bins/teny2/ampotomote
ampotomoty,"at hand,close,near",,-,https://tenymalagasy.org/bins/teny2/ampotomoty
ampototanana,,emmanchure,-,https://tenymalagasy.org/bins/teny2/ampototanana
ampovoa,,,-,https://tenymalagasy.org/bins/teny2/ampovoa
ampovoamboany,,,-,https://tenymalagasy.org/bins/teny2/ampovoamboany
ampovoany,"amidst,center of (in the),middle of (in the),midst of (in the)","centre (au),centre (le),milieu (au),milieu (le)",-,https://tenymalagasy.org/bins/teny2/ampovoany
ampozandrano,,,-,https://tenymalagasy.org/bins/teny2/ampozandrano
ampo~na,,,-,https://tenymalagasy.org/bins/teny2/ampona
ampoñ' ala,,,-,https://tenymalagasy.org/bins/teny2/amponala
ampy,"enough,sufficient,thunder","assez,suffisant",-,https://tenymalagasy.org/bins/teny2/ampy
ampy fanahy,,,-,https://tenymalagasy.org/bins/teny2/ampyfanahy
ampy mihira,,,-,https://tenymalagasy.org/bins/teny2/ampymihira
ampy misoratra,,,-,https://tenymalagasy.org/bins/teny2/ampymisoratra
ampy mizara,,,-,https://tenymalagasy.org/bins/teny2/ampymizara
ampôle,,,-,https://tenymalagasy.org/bins/teny2/ampole
amroe,,,-,https://tenymalagasy.org/bins/teny2/amroe
amy,"with,at,therefore,then,now","avec,dans,à,de,en,chez,donc,alors,maintenant,pour",Sokajin-teny,https://tenymalagasy.org/bins/teny2/amy
amy,"at,now,then,therefore,with","alors,à,chez,costume (un),dans,de,donc,en,maintenant,parure (une),pour,tenue militaire (une),toilette (une)",-,https://tenymalagasy.org/bins/teny2/amy
amy izao,,,-,https://tenymalagasy.org/bins/teny2/amyizao
amy ty fotoa,,,-,https://tenymalagasy.org/bins/teny2/amytyfotoa
amôniaka,,ammoniac,-,https://tenymalagasy.org/bins/teny2/amoniaka
amônôîda,,amonoïde,-,https://tenymalagasy.org/bins/teny2/amonoida
amôrfa,,amorphe,-,https://tenymalagasy.org/bins/teny2/amorfa
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',,,-,https://tenymalagasy.org/bins/teny2/an
an',-,ao,-ay,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,fao-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,FX-Mahah,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,h-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-n-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-ntsika,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-o,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-pa,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,te-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an',-,ao,-,https://tenymalagasy.org/bins/alphaLists?lang=mg&range=an
an' aratra,,électrique,-,https://tenymalagasy.org/bins/teny2/anaratra
an' arivo,,,-,https://tenymalagasy.org/bins/teny2/anarivo
an' avona,,,-,https://tenymalagasy.org/bins/teny2/anavona
an' i,,à,Sokajin-teny,https://tenymalagasy.org/bins/teny2/ani
an' i,,à,-,https://tenymalagasy.org/bins/teny2/ani
an' iha,,,-,https://tenymalagasy.org/bins/teny2/aniha
an' io,,,-,https://tenymalagasy.org/bins/teny2/anio
an' ny tena samy irery,,,-,https://tenymalagasy.org/bins/teny2/annytenasamyirery
an-daferoy,,,-,https://tenymalagasy.org/bins/teny2/andaferoy
an-dahatsale,,,-,https://tenymalagasy.org/bins/teny2/andahatsale
an-dakamboho,behind,,-,https://tenymalagasy.org/bins/teny2/andakamboho
an-dakamosina,,,-,https://tenymalagasy.org/bins/teny2/andakamosina
an-dakandrano,,,-,https://tenymalagasy.org/bins/teny2/andakandrano
an-dalana,,"chemin (dans le),route (en)",-,https://tenymalagasy.org/bins/teny2/andalana
an-dapa,,,-,https://tenymalagasy.org/bins/teny2/andapa
an-darobia,,,-,https://tenymalagasy.org/bins/teny2/andarobia
an-davany,,longueur (dans le sens de la),-,https://tenymalagasy.org/bins/teny2/andavany
an-deboka,,,-,https://tenymalagasy.org/bins/teny2/andeboka
an-defo,,,-,https://tenymalagasy.org/bins/teny2/andefo
an-dinidinika,"examined,looked at,talked",examen minutieux (soumis à un),-,https://tenymalagasy.org/bins/teny2/andinidinika
an-ditra,,,-,https://tenymalagasy.org/bins/teny2/anditra
an-dohany,,,-,https://tenymalagasy.org/bins/teny2/andohany
an-dohariana,,,-,https://tenymalagasy.org/bins/teny2/andohariana
an-dojoky,,,-,https://tenymalagasy.org/bins/teny2/andojoky
an-draño,,,-,https://tenymalagasy.org/bins/teny2/andrano
an-driana,waterfall (over the),cascade (tombé dans la),-,https://tenymalagasy.org/bins/teny2/andriana
an-dry,,,-,https://tenymalagasy.org/bins/teny2/andry
an-idina,,,-,https://tenymalagasy.org/bins/teny2/anidina
an-jamba,,,-,https://tenymalagasy.org/bins/teny2/anjamba
an-joro,,coin sud-est des Anciens (le),-,https://tenymalagasy.org/bins/teny2/anjoro
an-jovy,,,-,https://tenymalagasy.org/bins/teny2/anjovy
an-kabetsahana,,abondance (en),-,https://tenymalagasy.org/bins/teny2/ankabetsahana
an-kadin-kary,,,-,https://tenymalagasy.org/bins/teny2/ankadinkary
an-kafetsena,,,-,https://tenymalagasy.org/bins/teny2/ankafetsena
an-kalainana,,,-,https://tenymalagasy.org/bins/teny2/ankalainana
an-kalina,,,-,https://tenymalagasy.org/bins/teny2/ankalina
an-kamarenana,,,-,https://tenymalagasy.org/bins/teny2/ankamarenana
an-kamehana,"emergency (in an),hurry (in a)","hâte (à la),urgence (en cas d'),urgent",-,https://tenymalagasy.org/bins/teny2/ankamehana
an-kamontotra,,,-,https://tenymalagasy.org/bins/teny2/ankamontotra
an-kanafina,,,-,https://tenymalagasy.org/bins/teny2/ankanafina
an-kandemponana,,"enfoncement,vallée",-,https://tenymalagasy.org/bins/teny2/ankandemponana
an-kanifisana,scarce,"insuffisant,rare",-,https://tenymalagasy.org/bins/teny2/ankanifisana
an-kapetrahana,,,-,https://tenymalagasy.org/bins/teny2/ankapetrahana
an-kapobe,,"bloc (en),généralité (une),général (en),global (le),gros (en),somme (en)",-,https://tenymalagasy.org/bins/teny2/ankapobe
an-karanany,"ready (not yet),undisclosed (as yet),unfinished (as yet)",point (pas encore au),-,https://tenymalagasy.org/bins/teny2/ankaranany
an-karatsiana,evil days (in),"épreuve (dans l'),malheur (dans le)",-,https://tenymalagasy.org/bins/teny2/ankaratsiana
an-kasarotana,,,-,https://tenymalagasy.org/bins/teny2/ankasarotana
an-kasoavana,"good times (in),prosperity (in times of)",prospérité (dans la),-,https://tenymalagasy.org/bins/teny2/ankasoavana
an-katakonana,secret (in),"cachette (en),secret (en)",-,https://tenymalagasy.org/bins/teny2/ankatakonana
an-katerena,,"ambarras,force,gêne,pression",-,https://tenymalagasy.org/bins/teny2/ankaterena
an-keriny,,,-,https://tenymalagasy.org/bins/teny2/ankeriny
an-kery,,,-,https://tenymalagasy.org/bins/teny2/ankery
an-ketsiny,hundreds of thousands (in),centaines de milliers (par),-,https://tenymalagasy.org/bins/teny2/anketsiny
an-keviny,,,-,https://tenymalagasy.org/bins/teny2/ankeviny
an-kifonofono,,,-,https://tenymalagasy.org/bins/teny2/ankifonofono
an-kilahila,,,-,https://tenymalagasy.org/bins/teny2/ankilahila
an-kinafinafina,,,-,https://tenymalagasy.org/bins/teny2/ankinafinafina
an-kisesy,,,-,https://tenymalagasy.org/bins/teny2/ankisesy
an-kitsiloha,,,-,https://tenymalagasy.org/bins/teny2/ankitsiloha
an-kobany,,"entre,milieu",-,https://tenymalagasy.org/bins/teny2/ankobany
an-kobohobo,concealed,,-,https://tenymalagasy.org/bins/teny2/ankobohobo
an-koboka,,clandestinement,-,https://tenymalagasy.org/bins/teny2/ankoboka
an-kodahoda,,,-,https://tenymalagasy.org/bins/teny2/ankodahoda
an-kodiatra,,,-,https://tenymalagasy.org/bins/teny2/ankodiatra
an-kodimirana,,,-,https://tenymalagasy.org/bins/teny2/ankodimirana
an-koditra,,"frappé (dont on est),peau (sur la)atteint (qui)",-,https://tenymalagasy.org/bins/teny2/ankoditra
an-kodivirana,,,-,https://tenymalagasy.org/bins/teny2/ankodivirana
an-kolafitra,,"groupes (par),sections (par)",-,https://tenymalagasy.org/bins/teny2/ankolafitra
an-konohono,,"cachette (en),secret (en)",-,https://tenymalagasy.org/bins/teny2/ankonohono
an-kotaka,,,-,https://tenymalagasy.org/bins/teny2/ankotaka
an-kotsio-drivotra,,,-,https://tenymalagasy.org/bins/teny2/ankotsiodrivotra
an-takona,secret (in),"cachette (en),secret (en)",-,https://tenymalagasy.org/bins/teny2/antakona
an-tana-mamba,,,-,https://tenymalagasy.org/bins/teny2/antanamamba
an-tanan-dahy,,,-,https://tenymalagasy.org/bins/teny2/antanandahy
an-tanan-doza,,,-,https://tenymalagasy.org/bins/teny2/antanandoza
an-tanana,,,-,https://tenymalagasy.org/bins/teny2/antanana
an-tanety,,,-,https://tenymalagasy.org/bins/teny2/antanety
an-tangongo,,cumulé,-,https://tenymalagasy.org/bins/teny2/antangongo
an-tany hadiako an-danitra toharako,,,-,https://tenymalagasy.org/bins/teny2/antanyhadiakoandanitratoharako
an-tanàna,,,-,https://tenymalagasy.org/bins/teny2/antanana
an-tehaka,,,-,https://tenymalagasy.org/bins/teny2/antehaka
an-tenda ny aina,,,-,https://tenymalagasy.org/bins/teny2/antendanyaina
an-tendro-molotra,,,-,https://tenymalagasy.org/bins/teny2/antendromolotra
an-tendry,,,-,https://tenymalagasy.org/bins/teny2/antendry
an-tete,,,-,https://tenymalagasy.org/bins/teny2/antete
an-teteke,,,-,https://tenymalagasy.org/bins/teny2/anteteke
an-tevana,,malheur (dans le),-,https://tenymalagasy.org/bins/teny2/antevana
an-tokantrano,,,-,https://tenymalagasy.org/bins/teny2/antokantrano
an-tranon' ampinga,,,-,https://tenymalagasy.org/bins/teny2/antranonampinga
an-tsafelika,,détours (avec des),-,https://tenymalagasy.org/bins/teny2/antsafelika
an-tsakany,,,-,https://tenymalagasy.org/bins/teny2/antsakany
an-tsalovana,,,-,https://tenymalagasy.org/bins/teny2/antsalovana
an-tsambo,,,-,https://tenymalagasy.org/bins/teny2/antsambo
an-tsandrahaka,,,-,https://tenymalagasy.org/bins/teny2/antsandrahaka
an-tsary,,graphique,-,https://tenymalagasy.org/bins/teny2/antsary
an-tsitrapo,,volontairement,-,https://tenymalagasy.org/bins/teny2/antsitrapo
an-tsivalanana,,,-,https://tenymalagasy.org/bins/teny2/antsivalanana
an-tsokosoko,,,-,https://tenymalagasy.org/bins/teny2/antsokosoko
an-tsola-bato,,,-,https://tenymalagasy.org/bins/teny2/antsolabato
ana,,"à,possession (idée de)",Sokajin-teny,https://tenymalagasy.org/bins/teny2/ana
ana,"embarrassed,exhausted,faint","épuisé,essoufflé,fatigué,transi de froid",-,https://tenymalagasy.org/bins/teny2/ana
ana,,"à,possession (idée de)",-,https://tenymalagasy.org/bins/teny2/ana
ana hebakebany,,,-,https://tenymalagasy.org/bins/teny2/anahebakebany
ana-,,,-,https://tenymalagasy.org/bins/teny2/ana
ana-binta,,,-,https://tenymalagasy.org/bins/teny2/anabinta
ana-drahalahy,,,-,https://tenymalagasy.org/bins/teny2/anadrahalahy
ana-drahavave,,,-,https://tenymalagasy.org/bins/teny2/anadrahavave
ana-dry,,,-,https://tenymalagasy.org/bins/teny2/anadry
ana-kintañe,,,-,https://tenymalagasy.org/bins/teny2/anakintane
ana-manta,,,-,https://tenymalagasy.org/bins/teny2/anamanta
anabadoana,,,-,https://tenymalagasy.org/bins/teny2/anabadoana
anabakana,,,-,https://tenymalagasy.org/bins/teny2/anabakana
anabakao,,,-,https://tenymalagasy.org/bins/teny2/anabakao
anabala,,,-,https://tenymalagasy.org/bins/teny2/anabala
anabanabanana,,,-,https://tenymalagasy.org/bins/teny2/anabanabanana
anabanabanao,,,-,https://tenymalagasy.org/bins/teny2/anabanabanao
anabanahana,,,-,https://tenymalagasy.org/bins/teny2/anabanahana
anabanaho,,,-,https://tenymalagasy.org/bins/teny2/anabanaho
anabangana,,,-,https://tenymalagasy.org/bins/teny2/anabangana
anabangao,,,-,https://tenymalagasy.org/bins/teny2/anabangao
anabangoana,,,-,https://tenymalagasy.org/bins/teny2/anabangoana
anabangobangoana,,,-,https://tenymalagasy.org/bins/teny2/anabangobangoana
anabangobangoy,,,-,https://tenymalagasy.org/bins/teny2/anabangobangoy
anabantiana,,,-,https://tenymalagasy.org/bins/teny2/anabantiana
anabaraingoana,,,-,https://tenymalagasy.org/bins/teny2/anabaraingoana
anabaraingoy,,,-,https://tenymalagasy.org/bins/teny2/anabaraingoy
anabarana,,,-,https://tenymalagasy.org/bins/teny2/anabarana
anabarao,,,-,https://tenymalagasy.org/bins/teny2/anabarao
anabarerana,,,-,https://tenymalagasy.org/bins/teny2/anabarerana
anabario,,,-,https://tenymalagasy.org/bins/teny2/anabario
anabatabana,,,-,https://tenymalagasy.org/bins/teny2/anabatabana
anabatabao,,,-,https://tenymalagasy.org/bins/teny2/anabatabao
anabave,,"Cousine d'un cousin,soeur d'un frère",-,https://tenymalagasy.org/bins/teny2/anabave
anabavin-dray,,tante,-,https://tenymalagasy.org/bins/teny2/anabavindray
anabavy,sister of a man (a),soeur d'un homme (une),-,https://tenymalagasy.org/bins/teny2/anabavy
anabeazana,,,-,https://tenymalagasy.org/bins/teny2/anabeazana
anabedana,,,-,https://tenymalagasy.org/bins/teny2/anabedana
anabehambehanana,,,-,https://tenymalagasy.org/bins/teny2/anabehambehanana
anabiazana,,,-,https://tenymalagasy.org/bins/teny2/anabiazana
anabiazo,,,-,https://tenymalagasy.org/bins/teny2/anabiazo
anabirana,,,-,https://tenymalagasy.org/bins/teny2/anabirana
anabiriohana,,,-,https://tenymalagasy.org/bins/teny2/anabiriohana
anabiriohy,,,-,https://tenymalagasy.org/bins/teny2/anabiriohy
anabisiohana,,,-,https://tenymalagasy.org/bins/teny2/anabisiohana
anabisiohy,,,-,https://tenymalagasy.org/bins/teny2/anabisiohy
anaboaboana,,,-,https://tenymalagasy.org/bins/teny2/anaboaboana
anaboaboy,,,-,https://tenymalagasy.org/bins/teny2/anaboaboy
